,Total Household Income
2490,240158
2491,372190
2492,154130
2493,134506
2494,237292
2495,404550
2496,115520
2497,191471
2498,411809
2499,198162
2500,466616
2501,168363
2502,365690
2503,165293
2504,530710
2505,5652261
2506,149913
2507,238000
2508,188482
2509,239514
2510,247890
2511,685454
2512,312110
2513,203782
2514,647517
2515,213564
2516,1601823
2517,726581
2518,226246
2519,183944
2520,118410
2521,151380
2522,282373
2523,146190
2524,95530
2525,49236
2526,398132
2527,52537
2528,132998
2529,81420
2530,174080
2531,89660
2532,69721
2533,216180
2534,408384
2535,349453
2536,83210
2537,141282
2538,178429
2539,405780
2540,105927
2541,356706
2542,250940
2543,321655
2544,126013
2545,501660
2546,233165
2547,221940
2548,302026
2549,565900
2550,406055
2551,125002
2552,287350
2553,132010
2554,138534
2555,214270
2556,380070
2557,151145
2558,432028
2559,191164
2560,337660
2561,160045
2562,257145
2563,153990
2564,255160
2565,128750
2566,264962
2567,214290
2568,79352
2569,274875
2570,323680
2571,232279
2572,284052
2573,277688
2574,350190
2575,494465
2576,400600
2577,719760
2578,520580
2579,172240
2580,267050
2581,329655
2582,546281
2583,316700
2584,537464
2585,264300
2586,218140
2587,122336
2588,436650
2589,105700
2590,94534
2591,73270
2592,310188
2593,101000
2594,169660
2595,397002
2596,67558
2597,32600
2598,71299
2599,209469
2600,701520
2601,1975400
2602,569285
2603,750598
2604,1586060
2605,625700
2606,310210
2607,670190
2608,998280
2609,289790
2610,427100
2611,753295
2612,677990
2613,196484
2614,230720
2615,137788
2616,124595
2617,233040
2618,294600
2619,203760
2620,319030
2621,180711
2622,152935
2623,208458
2624,536166
2625,534256
2626,249205
2627,228770
2628,256945
2629,148440
2630,20662
2631,416063
2632,150387
2633,796289
2634,373435
2635,198064
2636,336753
2637,344332
2638,184778
2639,384920
2640,20517
2641,391746
2642,398648
2643,436964
2644,1477098
2645,328497
2646,1026988
2647,192118
2648,445750
2649,286838
2650,191534
2651,213996
2652,203873
2653,384590
2654,457400
2655,147670
2656,329695
2657,193510
2658,522146
2659,182897
2660,480933
2661,152964
2662,503542
2663,249719
2664,113370
2665,413895
2666,238485
2667,530172
2668,75158
2669,238450
2670,388138
2671,354168
2672,305396
2673,531744
2674,373615
2675,542215
2676,311280
2677,816500
2678,327300
2679,311220
2680,276728
2681,409655
2682,645525
2683,703600
2684,963700
2685,355820
2686,568150
2687,268770
2688,1114560
2689,151285
2690,257900
2691,265190
2692,208321
2693,191000
2694,180050
2695,142558
2696,343292
2697,845840
2698,354380
2699,150926
2700,142862
2701,187850
2702,247782
2703,397503
2704,98368
2705,132822
2706,69451
2707,223658
2708,486660
2709,389885
2710,235588
2711,52105
2712,140200
2713,144116
2714,76800
2715,87956
2716,69006
2717,64140
2718,142651
2719,217652
2720,386532
2721,589384
2722,299060
2723,122358
2724,112560
2725,451584
2726,436590
2727,61922
2728,126672
2729,118620
2730,209479
2731,710545
2732,192742
2733,316860
2734,351575
2735,908445
2736,683595
2737,790420
2738,328732
2739,202104
2740,198770
2741,451749
2742,209206
2743,547170
2744,731952
2745,1597735
2746,155392
2747,221488
2748,923032
2749,807512
2750,199110
2751,151345
2752,732740
2753,2226450
2754,300625
2755,478490
2756,129387
2757,256755
2758,988656
2759,183220
2760,284151
2761,324730
2762,185385
2763,388394
2764,217038
2765,468660
2766,199478
2767,199481
2768,86010
2769,225317
2770,312358
2771,96080
2772,291586
2773,264914
2774,204924
2775,395410
2776,296970
2777,313300
2778,360006
2779,73836
2780,263860
2781,580205
2782,230098
2783,135456
2784,429560
2785,188440
2786,106590
2787,297333
2788,369066
2789,74275
2790,41134
2791,1111934
2792,257925
2793,139108
2794,166790
2795,119390
2796,174340
2797,283311
2798,171485
2799,97492
2800,240993
2801,62675
2802,123245
2803,86070
2804,152125
2805,235780
2806,188710
2807,290325
2808,268230
2809,151125
2810,163558
2811,1006378
2812,143570
2813,281040
2814,275089
2815,119233
2816,247295
2817,247985
2818,225820
2819,201992
2820,237150
2821,421101
2822,79750
2823,488208
2824,199928
2825,643920
2826,228380
2827,410515
2828,467513
2829,193273
2830,217238
2831,209043
2832,493200
2833,111360
2834,228947
2835,307451
2836,206827
2837,292658
2838,249900
2839,281162
2840,818192
2841,964156
2842,389615
2843,177200
2844,425166
2845,375546
2846,243600
2847,140000
2848,391698
2849,414160
2850,235960
2851,543500
2852,351600
2853,450300
2854,144060
2855,338246
2856,235061
2857,232720
2858,510796
2859,201894
2860,533720
2861,284230
2862,147560
2863,442700
2864,171175
2865,321410
2866,892080
2867,214420
2868,298496
2869,90020
2870,221050
2871,397460
2872,356840
2873,1092784
2874,540060
2875,297200
2876,158800
2877,216000
2878,299000
2879,632606
2880,325456
2881,229880
2882,199989
2883,141800
2884,232535
2885,336000
2886,178310
2887,352504
2888,118952
2889,191338
2890,80172
2891,88860
2892,250390
2893,124908
2894,397322
2895,234160
2896,217515
2897,2504326
2898,1881209
2899,1157846
2900,860520
2901,739480
2902,500100
2903,550271
2904,741463
2905,490650
2906,507565
2907,20453
2908,65529
2909,133733
2910,124578
2911,110064
2912,47577
2913,99084
2914,327215
2915,175178
2916,57244
2917,141320
2918,62428
2919,92009
2920,114768
2921,179115
2922,60924
2923,65046
2924,432120
2925,115246
2926,79395
2927,610048
2928,75424
2929,482606
2930,84858
2931,116338
2932,136230
2933,88160
2934,189531
2935,213661
2936,102068
2937,1432120
2938,458902
2939,170103
2940,192828
2941,180483
2942,198600
2943,1365550
2944,201096
2945,224205
2946,121534
2947,255070
2948,273900
2949,166575
2950,45564
2951,254890
2952,602420
2953,204330
2954,292210
2955,417326
2956,423990
2957,225480
2958,333020
2959,253428
2960,280455
2961,120726
2962,274105
2963,176816
2964,402530
2965,718952
2966,541410
2967,204213
2968,230228
2969,336500
2970,365193
2971,344910
2972,153250
2973,360305
2974,122040
2975,701959
2976,282310
2977,509677
2978,644960
2979,343200
2980,247630
2981,227575
2982,204961
2983,108935
2984,572311
2985,391650
2986,79645
2987,186673
2988,268385
2989,213005
2990,590293
2991,552342
2992,104975
2993,530472
2994,794964
2995,223117
2996,129332
2997,114390
2998,406376
2999,331403
3000,119312
3001,252005
3002,95963
3003,175680
3004,182930
3005,404200
3006,223414
3007,293170
3008,134220
3009,133220
3010,336855
3011,92899
3012,69990
3013,269239
3014,130307
3015,52057
3016,65168
3017,839998
3018,177269
3019,309230
3020,454240
3021,164950
3022,103895
3023,327323
3024,124229
3025,120920
3026,247452
3027,276822
3028,259750
3029,352200
3030,298690
3031,392750
3032,314452
3033,418249
3034,343320
3035,301880
3036,716835
3037,266420
3038,518552
3039,99337
3040,258304
3041,371600
3042,270185
3043,216000
3044,87598
3045,254934
3046,49437
3047,74678
3048,152745
3049,168148
3050,209530
3051,613680
3052,78831
3053,859051
3054,150625
3055,104977
3056,131490
3057,396640
3058,71992
3059,116970
3060,83063
3061,111755
3062,100150
3063,109275
3064,127512
3065,128740
3066,178220
3067,312255
3068,176580
3069,102155
3070,285561
3071,232840
3072,158499
3073,180424
3074,445288
3075,481780
3076,241563
3077,80730
3078,141803
3079,256229
3080,354565
3081,407553
3082,370684
3083,377968
3084,464800
3085,433212
3086,200990
3087,319200
3088,347270
3089,202475
3090,448310
3091,167518
3092,293390
3093,174090
3094,1422800
3095,422700
3096,311348
3097,737196
3098,204490
3099,95308
3100,201220
3101,370300
3102,147392
3103,165312
3104,211758
3105,244220
3106,108322
3107,183850
3108,350698
3109,206470
3110,159990
3111,158310
3112,138285
3113,174632
3114,257031
3115,94450
3116,117290
3117,151598
3118,137080
3119,107042
3120,209098
3121,177342
3122,285300
3123,275160
3124,147940
3125,346700
3126,194190
3127,158192
3128,130400
3129,148500
3130,220790
3131,361111
3132,171352
3133,240688
3134,224800
3135,340911
3136,273790
3137,69830
3138,103210
3139,105440
3140,41120
3141,281020
3142,564722
3143,219658
3144,529675
3145,1112311
3146,181458
3147,189710
3148,99322
3149,548535
3150,450097
3151,357289
3152,912410
3153,408275
3154,279310
3155,324409
3156,796842
3157,589800
3158,334555
3159,305595
3160,424670
3161,660000
3162,230800
3163,232748
3164,392520
3165,260510
3166,865626
3167,593350
3168,808815
3169,211110
3170,283300
3171,257785
3172,426450
3173,225300
3174,261366
3175,373927
3176,73058
3177,212120
3178,225610
3179,273730
3180,294314
3181,98632
3182,316650
3183,282926
3184,130535
3185,78432
3186,147728
3187,273474
3188,123091
3189,100465
3190,210250
3191,158470
3192,735148
3193,84344
3194,252630
3195,499262
3196,454306
3197,307292
3198,355600
3199,659278
3200,225280
3201,313150
3202,185818
3203,354840
3204,503045
3205,223980
3206,312401
3207,68150
3208,271582
3209,69504
3210,458650
3211,206650
3212,112198
3213,155060
3214,210750
3215,404545
3216,394433
3217,271652
3218,348264
3219,181389
3220,171960
3221,331296
3222,138800
3223,105620
3224,320976
3225,257960
3226,194410
3227,395685
3228,150825
3229,182990
3230,71250
3231,241800
3232,309489
3233,187992
3234,128500
3235,156600
3236,202275
3237,131243
3238,484310
3239,285150
3240,439751
3241,190673
3242,155880
3243,611189
3244,578990
3245,253490
3246,218654
3247,1022592
3248,156182
3249,332619
3250,108798
3251,279333
3252,209900
3253,258956
3254,435930
3255,213425
3256,213340
3257,289415
3258,317128
3259,220084
3260,270540
3261,357725
3262,160998
3263,523838
3264,569716
3265,682917
3266,327327
3267,415342
3268,283180
3269,325415
3270,425840
3271,196740
3272,542526
3273,369518
3274,390300
3275,264000
3276,204922
3277,98460
3278,278730
3279,261750
3280,97158
3281,192270
3282,198102
3283,209615
3284,137208
3285,135000
3286,67227
3287,120395
3288,89617
3289,222720
3290,307690
3291,679000
3292,121235
3293,95274
3294,159916
3295,252025
3296,184527
3297,274920
3298,272675
3299,207870
3300,412934
3301,313980
3302,166208
3303,216929
3304,748782
3305,176160
3306,295975
3307,370822
3308,156040
3309,152003
3310,1026256
3311,118251
3312,97262
3313,176045
3314,67651
3315,79825
3316,69525
3317,85753
3318,413427
3319,194685
3320,149405
3321,252084
3322,38215
3323,137650
3324,110690
3325,236480
3326,86532
3327,182822
3328,117800
3329,114058
3330,107660
3331,101080
3332,53086
3333,155250
3334,103331
3335,312175
3336,481408
3337,97412
3338,255670
3339,60047
3340,114370
3341,1223409
3342,99794
3343,237775
3344,112347
3345,91084
3346,51340
3347,37814
3348,361156
3349,28485
3350,63750
3351,168447
3352,40326
3353,199229
3354,127670
3355,138542
3356,160288
3357,212570
3358,133060
3359,169325
3360,189902
3361,338176
3362,464186
3363,190470
3364,167920
3365,162460
3366,208820
3367,79994
3368,404676
3369,445608
3370,238850
3371,144950
3372,279500
3373,106879
3374,182702
3375,755800
3376,150440
3377,427337
3378,874987
3379,580478
3380,298365
3381,283571
3382,538740
3383,266195
3384,741090
3385,270271
3386,157025
3387,473430
3388,151250
3389,495296
3390,1135698
3391,320200
3392,338552
3393,148433
3394,183495
3395,1103470
3396,260633
3397,518670
3398,125936
3399,177795
3400,520705
3401,365490
3402,204552
3403,365920
3404,312437
3405,367460
3406,789904
3407,648103
3408,368953
3409,438935
3410,386000
3411,298800
3412,591450
3413,669182
3414,259706
3415,832117
3416,283050
3417,143757
3418,406216
3419,457060
3420,425196
3421,139120
3422,270895
3423,627680
3424,395720
3425,249350
3426,291930
3427,113670
3428,516440
3429,495560
3430,369790
3431,363400
3432,235930
3433,173560
3434,296293
3435,402168
3436,164627
3437,144000
3438,390295
3439,169328
3440,625296
3441,328335
3442,94205
3443,447328
3444,174641
3445,145980
3446,194078
3447,277434
3448,202715
3449,345485
3450,454781
3451,740610
3452,255931
3453,186145
3454,173443
3455,429848
3456,280340
3457,131045
3458,743294
3459,851713
3460,1173240
3461,197510
3462,194248
3463,173400
3464,1065000
3465,876732
3466,259770
3467,480971
3468,421900
3469,1008440
3470,272712
3471,292125
3472,234120
3473,378790
3474,707867
3475,188580
3476,331180
3477,280230
3478,228430
3479,725390
3480,121680
3481,1199554
3482,883083
3483,194906
3484,1770170
3485,786193
3486,996820
3487,354460
3488,807600
3489,432105
3490,523140
3491,785803
3492,93818
3493,252752
3494,577304
3495,945622
3496,111830
3497,445760
3498,242582
3499,765600
3500,821793
3501,467675
3502,172682
3503,704761
3504,499253
3505,224504
3506,461551
3507,150765
3508,1440580
3509,579000
3510,310500
3511,1002354
3512,311450
3513,477590
3514,418250
3515,215965
3516,132703
3517,409235
3518,276600
3519,2355252
3520,1070200
3521,507550
3522,361860
3523,253686
3524,529776
3525,237648
3526,433500
3527,482290
3528,709641
3529,655060
3530,428030
3531,798140
3532,244548
3533,533350
3534,330982
3535,261785
3536,119390
3537,951649
3538,684160
3539,354754
3540,349429
3541,499578
3542,370922
3543,343899
3544,724276
3545,326000
3546,367319
3547,450270
3548,265700
3549,507400
3550,1065628
3551,870521
3552,617500
3553,1053288
3554,829645
3555,558898
3556,274620
3557,387276
3558,268563
3559,464004
3560,579568
3561,186678
3562,204300
3563,226264
3564,254352
3565,371270
3566,190300
3567,385633
3568,195623
3569,199120
3570,498332
3571,842562
3572,175516
3573,338375
3574,725272
3575,236400
3576,251560
3577,288095
3578,93435
3579,223465
3580,259580
3581,625370
3582,306300
3583,180248
3584,288097
3585,252864
3586,283804
3587,661700
3588,518424
3589,790809
3590,353225
3591,488462
3592,361500
3593,354615
3594,230448
3595,491100
3596,851600
3597,260800
3598,270384
3599,122892
3600,1244902
3601,148144
3602,304440
3603,397040
3604,515550
3605,308993
3606,168160
3607,212310
3608,93025
3609,170050
3610,121630
3611,1078400
3612,621854
3613,258545
3614,808572
3615,461200
3616,335030
3617,892601
3618,482313
3619,910433
3620,213395
3621,334891
3622,231940
3623,320490
3624,310900
3625,604732
3626,199672
3627,392284
3628,595300
3629,453270
3630,128410
3631,504714
3632,397244
3633,665464
3634,255522
3635,106033
3636,416054
3637,86698
3638,205020
3639,294850
3640,249540
3641,206610
3642,128375
3643,748550
3644,375725
3645,220449
3646,256210
3647,296000
3648,370508
3649,296446
3650,135967
3651,354400
3652,474810
3653,132663
3654,383433
3655,484230
3656,336470
3657,254350
3658,139120
3659,284000
3660,312113
3661,410617
3662,215667
3663,341650
3664,193650
3665,92548
3666,190070
3667,165648
3668,93662
3669,231400
3670,268365
3671,130310
3672,145110
3673,224686
3674,308890
3675,269100
3676,654058
3677,385418
3678,293132
3679,153099
3680,129330
3681,337875
3682,363050
3683,496121
3684,135288
3685,288490
3686,637858
3687,310484
3688,196382
3689,427036
3690,2096620
3691,1409663
3692,404370
3693,1162500
3694,368580
3695,448522
3696,152077
3697,137316
3698,289600
3699,420950
3700,196880
3701,1228580
3702,250288
3703,533750
3704,797200
3705,884124
3706,1147562
3707,121028
3708,245385
3709,195000
3710,502000
3711,163205
3712,203470
3713,316433
3714,391184
3715,99868
3716,242245
3717,324622
3718,571050
3719,1264414
3720,195060
3721,1427462
3722,149082
3723,325532
3724,219685
3725,330110
3726,1146321
3727,182128
3728,260425
3729,277531
3730,180196
3731,185330
3732,494275
3733,101928
3734,164045
3735,103177
3736,504366
3737,721578
3738,99873
3739,481115
3740,391829
3741,224923
3742,929155
3743,330057
3744,428250
3745,156293
3746,158455
3747,140705
3748,261098
3749,278514
3750,274705
3751,64206
3752,146233
3753,135624
3754,183420
3755,73278
3756,202912
3757,159893
3758,308855
3759,391390
3760,88620
3761,391805
3762,102630
3763,560209
3764,203991
3765,89810
3766,225635
3767,499337
3768,147955
3769,395655
3770,56385
3771,331145
3772,147385
3773,82680
3774,142697
3775,340295
3776,263490
3777,97562
3778,172991
3779,88803
3780,191940
3781,109851
3782,145694
3783,323574
3784,269295
3785,328177
3786,325665
3787,99350
3788,200265
3789,263022
3790,86458
3791,196815
3792,224345
3793,190675
3794,91570
3795,204130
3796,304720
3797,198505
3798,190560
3799,467845
3800,122235
3801,454860
3802,175290
3803,135100
3804,285065
3805,206115
3806,226100
3807,234155
3808,223359
3809,217092
3810,373540
3811,453416
3812,74473
3813,329565
3814,341505
3815,283071
3816,278139
3817,285845
3818,177740
3819,232160
3820,201800
3821,176900
3822,244490
3823,161560
3824,204280
3825,189602
3826,222466
3827,154966
3828,438295
3829,356167
3830,531804
3831,526620
3832,444240
3833,48778
3834,282535
3835,152395
3836,574833
3837,166975
3838,214850
3839,368660
3840,750620
3841,110410
3842,402150
3843,164740
3844,773000
3845,93419
3846,79910
3847,318000
3848,125140
3849,211800
3850,180600
3851,425200
3852,83460
3853,137460
3854,462620
3855,253625
3856,358630
3857,109847
3858,366922
3859,538186
3860,570675
3861,69313
3862,49538
3863,270815
3864,117295
3865,237835
3866,317131
3867,127610
3868,438639
3869,178275
3870,297309
3871,203456
3872,115935
3873,191784
3874,754745
3875,391740
3876,83715
3877,480778
3878,127790
3879,113253
3880,137558
3881,435918
3882,103035
3883,257100
3884,250579
3885,242285
3886,234860
3887,683495
3888,933195
3889,323030
3890,490113
3891,339520
3892,998642
3893,176949
3894,228080
3895,384040
3896,223510
